 ,Label,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height
7392,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-0885,834,7.229,2.547,1,16,870,61,30,29
7393,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-0915,900,7.253,2.609,1,16,900,60,30,30
7394,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-0945,900,7.628,2.503,2,16,930,60,30,30
7395,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-0975,900,7.802,2.262,2,14,960,60,30,30
7396,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-1005,900,7.724,2.317,1,15,990,60,30,30
7397,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-1035,900,7.346,2.669,0,17,1020,60,30,30
7398,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-1065,900,7.012,2.840,0,14,1050,60,30,30
7399,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-1095,884,6.767,3.507,0,15,1080,60,30,30
7400,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0076-1125,776,7.103,3.000,0,16,1110,63,30,27
7401,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0075-1155,837,5.449,3.143,0,16,1140,61,30,29
7402,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0076-1185,786,5.574,2.668,0,14,1170,62,30,28
7403,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0078-1215,646,6.231,2.739,0,17,1200,66,30,24
7404,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0080-1245,500,6.866,2.874,1,15,1230,71,30,19
7405,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0083-1275,332,6.114,2.740,0,12,1260,76,30,14
7406,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0087-1296,39,6.795,1.880,4,12,1290,84,12,6
7407,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0118-0435,68,7.985,1.912,5,13,421,116,29,4
7408,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0116-0465,176,7.869,2.175,5,14,450,112,30,8
7409,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0114-0495,285,8.702,2.617,2,17,480,109,30,11
7410,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0112-0525,400,7.383,2.306,3,13,510,105,30,15
7411,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0110-0555,515,7.111,2.750,1,16,540,101,30,19
7412,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0108-0585,630,6.517,2.745,1,14,570,97,30,23
7413,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0106-0615,745,7.891,2.767,1,15,600,93,30,27
7414,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0645,858,6.702,2.315,1,14,630,90,30,30
7415,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0675,900,7.248,2.446,1,15,660,90,30,30
7416,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0705,900,7.772,2.455,2,15,690,90,30,30
7417,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0735,900,7.878,2.762,1,17,720,90,30,30
7418,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0765,900,8.301,2.165,3,15,750,90,30,30
7419,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0795,900,8.089,2.348,3,14,780,90,30,30
7420,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0825,900,7.614,2.492,1,17,810,90,30,30
7421,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0855,900,8.044,2.230,3,15,840,90,30,30
7422,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0885,900,7.382,2.298,1,14,870,90,30,30
7423,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0915,900,7.279,2.405,1,15,900,90,30,30
7424,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0945,900,7.362,2.622,1,14,930,90,30,30
7425,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-0975,900,6.878,2.570,1,14,960,90,30,30
7426,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1005,900,7.343,2.218,1,14,990,90,30,30
7427,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1035,787,7.924,2.493,3,15,1020,90,30,30
7428,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0102-1065,669,7.981,2.267,2,15,1050,90,30,24
7429,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1095,801,8.238,2.402,2,16,1080,90,30,30
7430,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1125,900,8.887,2.043,4,15,1110,90,30,30
7431,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1155,900,8.286,2.084,3,15,1140,90,30,30
7432,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1185,900,8.376,2.600,0,16,1170,90,30,30
7433,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1215,900,5.551,2.886,0,16,1200,90,30,30
7434,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1245,900,5.684,3.116,0,15,1230,90,30,30
7435,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1275,900,6.613,3.493,0,16,1260,90,30,30
7436,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1305,676,6.895,2.497,1,13,1290,90,30,30
7437,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0105-1322,16,6.062,0.929,5,8,1320,102,4,7
7438,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0148-0118,16,9.312,0.873,8,11,116,146,4,4
7439,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0147-0135,152,8.849,2.055,4,14,120,144,30,6
7440,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0146-0165,200,6.420,2.700,2,14,150,142,30,8
7441,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0145-0195,263,6.190,2.144,0,11,180,140,30,10
7442,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0143-0225,344,5.858,2.470,0,14,210,137,30,13
7443,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0142-0255,429,5.972,2.323,1,14,240,134,30,16
7444,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0140-0285,514,7.101,2.273,3,15,270,131,30,19
7445,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0139-0315,599,7.553,2.358,2,17,300,129,30,21
7446,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0138-0345,685,8.006,2.828,1,17,330,126,30,24
7447,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0136-0375,769,7.454,2.234,3,14,360,123,30,27
7448,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0405,859,7.000,2.420,1,15,390,120,30,30
7449,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0435,900,7.669,2.477,2,17,420,120,30,30
7450,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0465,900,7.047,2.576,1,15,450,120,30,30
7451,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0495,900,6.866,2.504,1,15,480,120,30,30
7452,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0525,900,6.567,2.239,2,14,510,120,30,30
7453,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0555,900,7.726,5.403,2,86,540,120,30,30
7454,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0585,900,7.788,2.316,2,16,570,120,30,30
7455,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0615,900,8.047,2.468,2,15,600,120,30,30
7456,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0645,900,6.733,2.376,1,14,630,120,30,30
7457,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0675,900,6.949,2.250,2,13,660,120,30,30
7458,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0705,900,7.263,2.477,1,14,690,120,30,30
7459,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0735,900,7.336,2.425,1,14,720,120,30,30
7460,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0765,900,7.769,2.546,2,16,750,120,30,30
7461,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0795,900,7.831,2.497,0,15,780,120,30,30
7462,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0825,900,7.639,2.361,2,15,810,120,30,30
7463,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0855,900,8.074,2.583,1,16,840,120,30,30
7464,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0885,900,8.129,2.514,2,16,870,120,30,30
7465,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-0915,900,7.628,2.263,2,15,900,120,30,30
7466,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0134-0945,825,8.015,2.464,2,16,930,120,30,29
7467,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0132-0975,611,7.931,2.522,2,15,960,120,30,25
7468,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0126-1005,175,7.714,2.317,2,15,990,120,30,13
7469,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0123-1103,48,7.875,2.247,4,12,1097,120,13,6
7470,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0129-1125,347,6.689,2.840,1,16,1110,120,30,19
7471,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-1155,766,8.077,2.661,1,16,1140,120,30,30
7472,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-1185,900,7.668,2.420,2,15,1170,120,30,30
7473,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-1215,900,7.908,2.402,3,18,1200,120,30,30
7474,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-1245,900,8.480,2.667,1,15,1230,120,30,30
7475,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0135-1275,826,8.176,2.307,3,14,1260,120,30,30
7476,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0131-1296,140,4.500,2.164,0,11,1290,120,12,22
7477,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0158-0117,78,5.936,2.504,1,12,114,150,6,16
7478,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0135,788,6.971,2.550,2,15,120,150,30,30
7479,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0165,853,7.862,2.497,1,14,150,150,30,30
7480,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0163-0195,743,6.546,2.290,1,14,180,150,30,26
7481,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0164-0225,799,6.835,2.064,2,13,210,150,30,28
7482,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0255,861,6.791,2.266,1,15,240,150,30,30
7483,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0285,900,7.544,2.412,2,17,270,150,30,30
7484,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0315,900,8.330,2.028,3,15,300,150,30,30
7485,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0345,900,8.082,2.232,3,15,330,150,30,30
7486,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0375,900,8.177,2.573,2,16,360,150,30,30
7487,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0405,900,8.240,2.262,3,15,390,150,30,30
7488,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0435,900,7.957,2.225,3,14,420,150,30,30
7489,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0465,900,7.499,2.339,2,15,450,150,30,30
7490,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0495,900,7.091,2.521,2,16,480,150,30,30
7491,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0525,900,6.944,2.603,0,15,510,150,30,30
7492,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0555,900,7.271,2.498,1,15,540,150,30,30
7493,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0585,900,7.757,2.465,3,16,570,150,30,30
7494,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0615,900,7.277,2.532,1,17,600,150,30,30
7495,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0645,900,7.429,2.269,3,17,630,150,30,30
7496,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0165-0675,874,7.375,2.506,1,15,660,150,30,30
7497,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0164-0705,802,8.377,2.328,2,16,690,150,30,28
7498,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0162-0735,696,8.464,2.198,3,17,720,150,30,25
7499,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0160-0765,587,8.387,2.156,2,15,750,150,30,21
7500,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0159-0795,479,7.278,2.230,3,14,780,150,30,18
7501,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0157-0825,372,8.468,1.882,3,13,810,150,30,14
7502,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0155-0855,262,8.225,2.407,2,15,840,150,30,11
7503,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0153-0885,152,7.868,2.324,3,15,870,150,30,7
7504,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0151-0911,42,6.262,3.124,2,13,900,150,22,3
7505,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0150-1169,2,9.000,2.828,7,11,1168,150,2,1
7506,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0155-1185,185,7.886,2.405,2,14,1170,150,30,11
7507,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0160-1215,485,6.621,2.327,2,14,1200,150,30,21
7508,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0163-1245,606,6.594,2.468,1,14,1230,150,30,26
7509,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0153-1265,43,6.488,1.470,4,10,1260,150,11,7
7510,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0182-0144,35,4.257,1.521,2,9,138,180,12,4
7511,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0181-0153,10,2.800,0.919,2,5,150,180,7,2
7512,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0181-0291,21,6.429,1.326,5,9,282,180,18,2
7513,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0182-0315,81,7.667,1.754,4,12,300,180,30,4
7514,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0183-0345,141,6.525,2.089,2,14,330,180,30,6
7515,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0184-0375,201,5.035,1.906,2,11,360,180,30,8
7516,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0185-0405,261,6.720,2.069,3,12,390,180,30,10
7517,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0185-0435,288,6.781,2.347,1,14,420,180,30,10
7518,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0184-0465,257,6.654,2.364,2,13,450,180,30,9
7519,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0184-0495,226,6.973,2.215,2,13,480,180,30,8
7520,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0183-0525,194,5.675,2.245,1,11,510,180,30,7
7521,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0183-0555,163,6.890,2.697,2,14,540,180,30,6
7522,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0182-0585,120,6.000,2.647,2,14,570,180,30,5
7523,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0181-0615,73,4.151,2.046,1,10,600,180,30,3
7524,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0181-0639,20,4.650,1.872,3,10,630,180,19,2
7525,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:Background,900,7.092,2.333,2,15,250,25,30,30
7526,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:Body,71561,7.299,2.574,0,20,65,60,1263,134
7527,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0089-0718,3,5.667,1.528,4,7,717,89,3,1
7528,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0088-0735,71,8.338,2.656,3,18,720,86,30,4
7529,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0086-0765,164,7.396,1.549,3,11,750,83,30,7
7530,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0085-0795,249,5.735,2.062,2,11,780,80,30,10
7531,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0084-0825,331,5.782,2.283,1,11,810,78,30,12
7532,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0082-0855,417,6.578,2.306,2,13,840,75,30,15
7533,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0081-0885,498,6.558,2.627,1,14,870,72,30,18
7534,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0079-0915,582,7.301,2.570,2,15,900,69,30,21
7535,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0078-0945,664,7.327,2.387,2,16,930,66,30,24
7536,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0077-0975,749,7.673,2.156,2,16,960,64,30,26
7537,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0075-1005,831,7.348,2.793,1,15,990,61,30,29
7538,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0075-1035,837,5.854,2.483,0,13,1020,61,30,29
7539,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0076-1065,777,5.960,3.079,0,15,1050,63,30,27
7540,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT1.mCherry.BandC.jpg:0077-1095,715,7.492,3.032,0,14,1080,65,30,25
