 ,Label,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height
7243,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0181-0345,90,5.989,1.719,3,11,330,180,30,3
7244,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0181-0375,90,5.011,1.839,2,9,360,180,30,3
7245,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0405,102,5.520,2.767,1,13,390,180,30,4
7246,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0435,120,6.283,2.704,2,15,420,180,30,4
7247,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0465,120,5.567,1.956,2,11,450,180,30,4
7248,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0495,120,5.542,1.970,2,12,480,180,30,4
7249,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0525,120,5.200,3.039,0,12,510,180,30,4
7250,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0555,120,4.942,2.395,1,10,540,180,30,4
7251,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0182-0585,112,5.768,2.160,2,11,570,180,30,4
7252,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0181-0615,81,4.025,1.923,0,9,600,180,30,3
7253,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0181-0645,49,3.592,1.632,1,8,630,180,30,2
7254,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:0180-0669,18,2.333,2.029,0,7,660,180,18,1
7255,ubiswitch-25x-batch1.yolk_7dpf.250113_ubi-switch_yolk-inject-50pgcre _yolk1.mCherry.BandC.jpg:Background,900,6.673,1.999,2,14,250,25,30,30
7256,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:Body,65071,7.394,2.665,0,17,142,65,1146,119
7257,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0088-0829,39,7.667,1.420,5,11,819,87,21,3
7258,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0086-0855,154,6.552,2.439,1,11,840,83,30,7
7259,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0084-0885,268,6.299,2.492,2,13,870,79,30,11
7260,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0082-0915,382,5.723,2.811,1,15,900,75,30,15
7261,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0081-0945,498,6.273,2.532,0,15,930,72,30,18
7262,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0080-0975,561,6.146,2.770,1,14,960,71,30,19
7263,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0080-1005,594,5.981,2.872,1,14,990,70,30,20
7264,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0079-1035,617,5.801,2.885,0,14,1020,69,30,21
7265,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0080-1065,535,5.303,2.340,1,14,1050,71,30,19
7266,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0081-1095,475,5.272,2.458,0,13,1080,73,30,17
7267,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0082-1125,437,5.817,2.222,2,12,1110,75,30,15
7268,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0077-1155,604,6.478,2.326,1,15,1140,65,30,25
7269,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0077-1185,701,6.622,2.978,1,17,1170,65,30,25
7270,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0079-1215,606,7.361,2.284,2,15,1200,68,30,22
7271,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0080-1245,522,5.868,2.829,0,16,1230,71,30,19
7272,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0082-1274,282,5.840,2.058,2,13,1260,74,28,16
7273,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0119-0501,25,4.880,1.666,3,8,492,118,18,2
7274,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0117-0525,109,5.807,2.558,2,13,510,115,30,5
7275,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0116-0555,194,6.438,2.731,1,13,540,112,30,8
7276,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0114-0585,280,4.196,2.267,1,11,570,109,30,11
7277,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0113-0615,364,5.096,2.385,0,11,600,106,30,14
7278,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0112-0645,450,6.444,2.385,1,14,630,104,30,16
7279,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0110-0675,534,6.813,2.699,1,17,660,101,30,19
7280,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0109-0705,611,7.316,2.341,2,14,690,98,30,22
7281,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0108-0735,690,7.774,2.986,1,15,720,96,30,24
7282,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0106-0765,770,7.482,2.955,0,15,750,93,30,27
7283,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0795,847,7.220,2.591,1,16,780,90,30,30
7284,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0825,900,7.172,2.414,1,14,810,90,30,30
7285,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0855,900,7.323,2.794,1,15,840,90,30,30
7286,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0885,900,8.090,2.462,2,16,870,90,30,30
7287,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0915,900,8.321,2.811,0,15,900,90,30,30
7288,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0945,900,8.123,2.470,2,17,930,90,30,30
7289,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-0975,900,8.603,2.472,3,17,960,90,30,30
7290,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1005,900,9.588,2.307,4,17,990,90,30,30
7291,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1035,737,9.427,2.541,3,16,1020,90,30,30
7292,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0099-1065,507,9.215,2.100,4,16,1050,90,30,19
7293,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1095,735,8.154,2.502,2,16,1080,90,30,30
7294,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1125,900,8.629,2.255,2,15,1110,90,30,30
7295,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1155,900,7.796,2.572,1,15,1140,90,30,30
7296,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1185,900,7.302,2.880,0,17,1170,90,30,30
7297,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1215,900,6.757,2.731,1,16,1200,90,30,30
7298,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0105-1245,814,6.504,2.775,0,15,1230,90,30,30
7299,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0096-1267,86,8.093,2.062,4,12,1260,90,14,12
7300,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0149-0206,7,6.143,1.069,5,8,203,149,7,1
7301,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0147-0225,97,6.237,2.431,2,11,210,145,30,5
7302,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0145-0255,205,6.049,2.366,2,13,240,141,30,9
7303,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0144-0285,303,6.475,2.673,1,13,270,138,30,12
7304,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0142-0315,393,6.196,2.791,1,14,300,135,30,15
7305,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0141-0345,485,7.276,2.490,1,15,330,132,30,18
7306,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0139-0375,576,7.094,2.208,2,15,360,129,30,21
7307,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0138-0405,666,7.267,2.379,0,17,390,126,30,24
7308,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0137-0435,752,8.134,2.286,2,16,420,124,30,26
7309,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0465,839,7.402,2.395,2,14,450,121,30,29
7310,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0495,898,7.879,2.646,1,14,480,120,30,30
7311,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0525,900,7.729,2.476,2,14,510,120,30,30
7312,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0555,900,7.727,2.773,1,16,540,120,30,30
7313,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0585,900,7.622,2.371,2,15,570,120,30,30
7314,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0615,900,7.813,2.271,2,16,600,120,30,30
7315,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0645,900,7.990,2.341,1,17,630,120,30,30
7316,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0675,900,6.814,2.355,1,13,660,120,30,30
7317,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0705,900,7.336,2.537,1,16,690,120,30,30
7318,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0735,900,7.882,2.600,1,17,720,120,30,30
7319,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0765,900,7.862,2.315,2,17,750,120,30,30
7320,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0795,900,8.307,2.248,3,15,780,120,30,30
7321,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0825,900,8.422,2.302,3,16,810,120,30,30
7322,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0855,900,8.696,2.175,4,15,840,120,30,30
7323,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0885,900,8.744,2.438,2,17,870,120,30,30
7324,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-0915,896,8.490,2.613,2,16,900,120,30,30
7325,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0134-0945,797,8.043,2.455,2,16,930,120,30,29
7326,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0132-0975,568,7.264,2.196,2,14,960,120,30,24
7327,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0125-1005,202,7.599,2.218,2,13,990,120,30,11
7328,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0120-1020,1,8.000,0.000,8,8,1020,120,1,1
7329,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0121-1106,12,5.000,2.216,2,9,1103,120,7,3
7330,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0124-1125,194,7.825,1.722,4,13,1110,120,30,8
7331,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0125-1155,276,8.837,2.492,3,17,1140,120,30,10
7332,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0126-1185,338,6.731,2.300,2,15,1170,120,30,12
7333,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0128-1215,410,7.998,2.395,1,15,1200,120,30,17
7334,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0135-1244,532,7.530,2.489,1,15,1230,120,29,30
7335,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0167-0146,92,6.967,2.496,2,16,142,156,8,22
7336,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0166-0165,772,6.374,2.519,0,15,150,152,30,28
7337,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0195,874,7.721,2.311,2,15,180,150,30,30
7338,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0164-0225,850,7.654,2.225,2,14,210,150,30,29
7339,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0255,874,7.391,2.524,2,15,240,150,30,30
7340,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0285,900,7.753,2.680,1,16,270,150,30,30
7341,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0315,900,7.009,2.580,0,15,300,150,30,30
7342,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0345,900,7.081,2.498,1,16,330,150,30,30
7343,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0375,900,6.808,2.426,1,14,360,150,30,30
7344,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0405,900,6.957,2.944,1,16,390,150,30,30
7345,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0435,900,7.578,2.359,2,16,420,150,30,30
7346,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0465,900,7.053,2.553,1,14,450,150,30,30
7347,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0495,900,7.300,2.759,1,14,480,150,30,30
7348,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0525,900,7.578,2.636,1,16,510,150,30,30
7349,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0555,900,7.706,2.430,1,14,540,150,30,30
7350,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0165-0585,900,6.613,2.592,1,14,570,150,30,30
7351,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0164-0615,870,6.710,2.480,1,16,600,150,30,29
7352,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0164-0645,845,7.660,2.523,2,15,630,150,30,29
7353,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0164-0675,820,6.567,2.550,0,14,660,150,30,28
7354,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0163-0705,646,7.319,2.311,1,13,690,150,30,26
7355,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0159-0735,539,7.462,2.652,1,17,720,150,30,19
7356,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0158-0765,456,7.857,3.073,1,17,750,150,30,16
7357,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0157-0795,353,7.142,2.313,2,13,780,150,30,14
7358,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0155-0825,245,7.098,2.278,2,14,810,150,30,10
7359,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0153-0855,175,7.160,2.437,1,13,840,150,30,7
7360,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0152-0885,88,6.670,2.481,3,12,870,150,30,5
7361,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0151-0905,14,4.643,1.906,2,7,900,150,10,2
7362,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0150-1259,2,7.500,0.707,7,8,1258,150,2,1
7363,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0182-0169,55,6.673,1.320,5,10,158,180,22,4
7364,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0190,40,7.175,1.430,5,10,180,180,20,3
7365,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0180-0299,1,7.000,0.000,7,7,299,180,1,1
7366,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0180-0315,30,6.367,2.327,2,10,300,180,30,1
7367,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0345,40,6.550,2.264,3,13,330,180,30,2
7368,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0375,60,7.350,1.793,4,12,360,180,30,2
7369,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0405,61,6.443,1.962,3,10,390,180,30,3
7370,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0435,90,7.422,2.380,3,14,420,180,30,3
7371,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0465,85,6.235,2.443,2,11,450,180,30,3
7372,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0495,60,5.100,1.980,2,11,480,180,30,2
7373,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0181-0525,38,5.737,2.678,2,12,510,180,30,2
7374,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:0180-0550,21,6.619,2.674,3,12,540,180,21,1
7375,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT3.mCherry.BandC.jpg:Background,900,7.206,2.056,2,13,250,25,30,30
7376,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:Body,87883,7.405,2.636,0,86,114,51,1210,139
7377,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0058-0919,35,6.629,1.911,3,11,909,57,21,3
7378,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0057-0945,132,7.561,2.190,3,13,930,54,30,6
7379,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0055-0975,231,7.450,2.415,2,14,960,51,30,9
7380,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0055-1005,250,6.776,2.171,2,12,990,51,30,9
7381,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0056-1035,216,7.125,2.468,1,13,1020,52,30,8
7382,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0056-1065,161,7.516,1.985,3,13,1050,53,30,7
7383,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0058-1087,26,6.538,2.140,4,12,1080,57,14,3
7384,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0089-0659,1,7.000,0.000,7,7,659,89,1,1
7385,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0088-0675,75,9.053,1.979,5,14,660,86,30,4
7386,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0086-0705,191,7.194,2.034,3,13,690,82,30,8
7387,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0084-0735,305,7.364,2.128,2,13,720,78,30,12
7388,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0082-0765,420,6.876,2.786,1,16,750,74,30,16
7389,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0080-0795,535,7.890,2.811,1,15,780,70,30,20
7390,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0078-0825,639,7.056,2.834,1,17,810,67,30,23
7391,ubiswitch-25x-batch1.wt_7dpf.250113_ubi-switch_yolk-inject-50pgcre _WT2.mCherry.BandC.jpg:0077-0855,738,7.595,2.741,1,15,840,64,30,26
